Date,HM-B.ST,ITX.MC
2024-02-14,132.25894165039062,37.68677520751953
2024-02-15,132.74635314941406,37.85978698730469
2024-02-16,133.45872497558594,38.06162643432617
2024-02-19,133.1587677001953,38.128910064697266
2024-02-20,133.53370666503906,38.54220199584961
2024-02-21,134.65853881835938,39.22462844848633
2024-02-22,131.077880859375,39.44568634033203
2024-02-23,132.3526611328125,39.41685104370117
2024-02-26,132.0152130126953,39.98393249511719
2024-02-27,133.4399871826172,39.44568634033203
2024-02-28,131.865234375,39.41685104370117
2024-02-29,131.65904235839844,39.41685104370117
2024-03-01,132.24017333984375,39.503353118896484
2024-03-04,129.6531219482422,39.503353118896484
2024-03-05,130.38426208496094,39.070838928222656
2024-03-06,132.31517028808594,39.35918426513672
2024-03-07,130.75918579101562,39.55141830444336
2024-03-08,131.69651794433594,39.09006118774414
2024-03-11,133.8336639404297,38.80171585083008
2024-03-12,135.03346252441406,39.48413848876953
2024-03-13,137.4330596923828,42.54059600830078
2024-03-14,137.84548950195312,43.021175384521484
2024-03-15,136.7581787109375,43.3287467956543
2024-03-18,136.62693786621094,43.232627868652344
2024-03-19,138.63284301757812,44.03999328613281
2024-03-20,140.30133056640625,44.347564697265625
2024-03-21,143.13209533691406,44.47251510620117
2024-03-22,142.607177734375,44.4340705871582
2024-03-25,142.30723571777344,43.98232650756836
2024-03-26,144.6318359375,43.9534912109375
2024-03-27,166.60313415527344,44.84736251831055
2024-03-28,163.64112854003906,44.856971740722656
2024-03-29,163.64112854003906,44.856971740722656
2024-04-01,163.64112854003906,44.856971740722656
2024-04-02,156.06741333007812,44.09766387939453
2024-04-03,157.47341918945312,44.6839714050293
2024-04-04,157.707763671875,44.22261428833008
2024-04-05,155.27066040039062,43.4440803527832
2024-04-08,156.11428833007812,43.26145935058594
2024-04-09,154.89573669433594,42.48292922973633
2024-04-10,155.08319091796875,41.92546081542969
2024-04-11,154.4739532470703,41.75244903564453
2024-04-12,154.0521240234375,41.96390914916992
2024-04-15,155.41127014160156,42.569435119628906
2024-04-16,157.0047607421875,41.810123443603516
2024-04-17,158.4576416015625,41.887020111083984
2024-04-18,159.7698974609375,42.04080581665039
2024-04-19,160.3791961669922,42.04080581665039
2024-04-22,163.519287109375,42.91544723510742
2024-04-23,170.36187744140625,44.2418327331543
2024-04-24,166.84683227539062,43.43446731567383
2024-04-25,167.0343017578125,42.963504791259766
