Date,BZ=F,CL=F
2023-12-11,76.02999877929688,71.31999969482422
2023-12-12,73.23999786376953,68.61000061035156
2023-12-13,74.26000213623047,69.47000122070312
2023-12-14,76.61000061035156,71.58000183105469
2023-12-15,76.55000305175781,71.43000030517578
2023-12-18,77.94999694824219,72.47000122070312
2023-12-19,79.2300033569336,73.44000244140625
2023-12-20,79.69999694824219,74.22000122070312
2023-12-21,79.38999938964844,73.88999938964844
2023-12-22,79.06999969482422,73.55999755859375
2023-12-25,79.06999969482422,73.55999755859375
2023-12-26,81.06999969482422,75.56999969482422
2023-12-27,79.6500015258789,74.11000061035156
2023-12-28,78.38999938964844,71.7699966430664
2023-12-29,77.04000091552734,71.6500015258789
2024-01-01,77.04000091552734,71.6500015258789
2024-01-02,75.88999938964844,70.37999725341797
2024-01-03,78.25,72.69999694824219
2024-01-04,77.58999633789062,72.19000244140625
